company_clean,company,sector,sector_group,revenue_band,revenue_rank,employee_band,employee_rank,company_score,reviews_count
"Northpointe Council, Inc.","Northpointe Council, Inc.",Healthcare,Health,XXS,1.0,S,3.0,2.8,31.0
"Northramp, Llc","Northramp, LLC",,,,,,,,
Northriver Yacht Club,NorthRiver Yacht Club,Civic Associations,Nonprofit Organizations,XXXS,0.0,XS,2.0,4.4,8.0
Northrop Grumman,Northrop Grumman,Aerospace and Defense,Government,XXXL,8.0,XXXL,8.0,4.0,6832.0
Northrop Grumman Federal Credi,Northrop Grumman Federal Credi,Finance,Finance,S,3.0,S,3.0,2.9,29.0
"Northshore Resources, Inc.","NorthShore Resources, Inc.",Management and Consulting,Consulting,,,XS,2.0,3.0,1.0
Northshore University Healthsystem,NorthShore University HealthSystem,Hospitals and Health Centers,Health,XXXL,8.0,L,5.0,3.7,674.0
Northside Hospital,Northside Hospital,Healthcare,Health,XXXL,8.0,XXXL,8.0,3.4,3501.0
Northside Hospital Inc.,Northside Hospital Inc.,Aerospace and Defense,Government,,,,,,
Northsight Management,Northsight Management,,,,,,,2.9,32.0
Northstar Aerospace,Northstar Aerospace,Transportation and Logistics,Transportation and Logistics,M,4.0,L,5.0,3.5,61.0
Northstar California Resort,Northstar California Resort,Tourism and Accommodation,Tourism and Accommodation,XL,6.0,XXXL,8.0,3.8,2218.0
Northstar Energy Llc,NORTHSTAR ENERGY LLC,,,,,,,,
Northstar Innovations (Support For West Michigan...,Northstar Innovations (support for West Michigan...,,,,,,,,
Northstar Logix,Northstar Logix,Software Development,Information Technology,,,,,,
Northstar Memorial Group,Northstar Memorial Group,Healthcare,Health,M,4.0,L,5.0,2.9,92.0
Northtide Group,NorthTide Group,,,,,,,4.6,8.0
Northwell Health,Northwell Health,Healthcare,Health,XXXL,8.0,XXXL,8.0,3.9,1965.0
Northwest,Northwest,"Construction, Repair, and Maintenance Services",Construction,,,,,3.7,93.0
Northwest Arkansas Community College,NorthWest Arkansas Community College,Education,Education,XS,2.0,M,4.0,3.7,42.0
Northwest Bank,Northwest Bank,Finance,Finance,S,3.0,XL,6.0,3.3,266.0
Northwest Cascade Inc,Northwest Cascade Inc,Construction,Construction,M,4.0,L,5.0,3.9,48.0
Northwest Center,Northwest Center,NGOs and Nonprofit Organizations,Nonprofit Organizations,S,3.0,L,5.0,3.4,97.0
Northwest Community Healthcare,Northwest Community Healthcare,Healthcare,Health,,,XXS,1.0,3.1,100.0
Northwest Education Services,Northwest Education Services,Education,Education,,,,,,
Northwest Energy Efficiency Alliance,Northwest Energy Efficiency Alliance,,,S,3.0,XS,2.0,3.8,4.0
Northwest Federal Credit Union,Northwest Federal Credit Union,Banking and Credit Services,Finance,S,3.0,L,5.0,3.1,80.0
Northwest Florida Community Hospital,Northwest Florida Community Hospital,,,XS,2.0,S,3.0,3.6,18.0
Northwest Health - La Porte,Northwest Health - La Porte,,,,,,,1.8,4.0
Northwest Health La Porte,Northwest Health La Porte,,,,,,,1.8,4.0
Northwest Health System Springdale,Northwest Health System Springdale,Healthcare,Health,,,,,1.0,1.0
Northwest Healthcare,Northwest Healthcare,Healthcare,Health,,,XXXL,8.0,3.8,2827.0
Northwest Healthcare-Chs,Northwest Healthcare-CHS,,,,,,,,
"Northwest Human Services, Inc.","Northwest Human Services, Inc.",Healthcare,Health,XS,2.0,M,4.0,3.4,19.0
Northwest Indiana Community Action,Northwest Indiana Community Action,Community Services,Government,,,,,3.5,14.0
Northwest Kidney Centers,Northwest Kidney Centers,Healthcare,Health,M,4.0,L,5.0,3.7,47.0
Northwest Maritime Center,Northwest Maritime Center,Community Services,Government,,,XS,2.0,,
Northwest Medical Center,Northwest Medical Center,Healthcare,Health,M,4.0,XL,6.0,3.5,311.0
Northwest Medical Center Tucson,Northwest Medical Center Tucson,Healthcare,Health,XXXL,8.0,XXXL,8.0,3.1,41.0
Northwest Missouri State University,Northwest Missouri State University,Education,Education,S,3.0,M,4.0,4.5,69.0
"Northwest Pathology, Ps","Northwest Pathology, PS",Healthcare,Health,,,,,3.0,3.0
Northwest Petroleum,Northwest Petroleum,Convenience Stores,Sales,,,,,3.0,14.0
Northwest Respiratory Services Llc,Northwest Respiratory Services Llc,,,S,3.0,M,4.0,2.9,52.0
Northwest Senior & Disability Services,NorthWest Senior & Disability Services,Community Services,Government,,,M,4.0,4.1,30.0
Northwest Senior And Disability Services,NorthWest Senior and Disability Services,Community Services,Government,,,M,4.0,4.1,30.0
Northwestern College,Northwestern College,Education,Education,S,3.0,M,4.0,3.8,89.0
Northwestern Energy,Northwestern Energy,Electricity and Public Utilities,Government,XL,6.0,XL,6.0,2.5,8.0
Northwestern Engineering Company,Northwestern Engineering Company,,,,,,,,
Northwestern Medicine,Northwestern Medicine,Healthcare,Health,XL,6.0,XXXL,8.0,3.9,1647.0
Northwestern Michigan College,Northwestern Michigan College,Education,Education,S,3.0,L,5.0,4.0,44.0
Northwestern Mutual,Northwestern Mutual,Finance,Finance,XXXL,8.0,XXL,7.0,3.8,3993.0
Northwestern Mutual Portland,Northwestern Mutual Portland,Finance,Finance,XXXL,8.0,XXL,7.0,3.8,4056.0
Northwestern University,Northwestern University,Education,Education,XL,6.0,XXL,7.0,4.1,595.0
Northwood Health Systems,Northwood Health Systems,Healthcare,Health,S,3.0,M,4.0,2.7,96.0
Northwood University,Northwood University,Education,Education,M,4.0,M,4.0,4.0,112.0
Norton Consulting Llc,Norton Consulting LLC,,,,,,,,
Norton Healthcare,Norton Healthcare,Healthcare,Health,XL,6.0,XXXL,8.0,3.7,576.0
Norton Lilly International,Norton Lilly International,,,,,,,3.3,59.0
Norton Rose Fulbright,Norton Rose Fulbright,Law Firms,Legal,S,3.0,L,5.0,3.8,168.0
Norton Rose Fulbright Us Llp,Norton Rose Fulbright US LLP,Law Firms,Legal,S,3.0,L,5.0,3.8,167.0
Norwalk Public Schools,Norwalk Public Schools,Education,Education,,,L,5.0,3.5,42.0
Norwalk Transit District,Norwalk Transit District,Taxi Services and Private Passenger Transportation,Transportation and Logistics,,,XS,2.0,2.5,22.0
Norwich Free Academy,Norwich Free Academy,Primary and Secondary Schools,Education,S,3.0,M,4.0,4.2,15.0
Norwin,Norwin,Information Technology,Information Technology,,,XS,2.0,,
Norwood Development Group,Norwood Development Group,,,,,,,,
Norwood Public Schools,Norwood Public Schools,Education,Education,,,,,4.6,7.0
Nota Labs,Nota Labs,,,,,,,,
Notarize,Notarize,Universities and Professional Schools,Education,,,XS,2.0,3.2,24.0
Notarylive,NotaryLive,,,,,,,5.0,12.0
Notion,Notion,Information Technology,Information Technology,,,XS,2.0,3.6,5.0
Notions Marketing,Notions Marketing,Wholesale and Retail Sales,Sales,M,4.0,M,4.0,3.4,137.0
Notre Dame High School Of La & Sherman Oaks,Notre Dame High School of LA & Sherman Oaks,,,,,,,,
Notre Dame Of Maryland University,Notre Dame of Maryland University,Education,Education,,,,,3.9,42.0
Notre Dame Preparatory School,Notre Dame Preparatory School,Education,Education,XS,2.0,S,3.0,3.4,5.0
Nou Systems Inc,Nou Systems Inc,,,,,,,5.0,1.0
Nouria Energy,Nouria Energy,Wholesale and Retail Sales,Sales,S,3.0,XL,6.0,3.3,221.0
Nouria Energy Corporation,Nouria Energy Corporation,Wholesale and Retail Sales,Sales,S,3.0,XL,6.0,3.3,217.0
Nouryon,Nouryon,Manufacturing,Product Manufacturing,XXL,7.0,XXL,7.0,3.0,44.0
Nov Inc.,NOV Inc.,,,,,,,,
Nova 401(K) Associates,Nova 401(k) Associates,Finance,Finance,,,,,2.3,8.0
Nova Chemicals Corporation,NOVA Chemicals Corporation,Manufacturing,Product Manufacturing,XL,6.0,XL,6.0,3.7,149.0
Nova Credit,Nova Credit,Finance,Finance,,,XS,2.0,,
Nova Farms,Nova Farms,Wholesale and Retail Sales,Sales,,,,,2.3,75.0
Nova Scotia Health Authority,Nova Scotia Health Authority,Healthcare,Health,L,5.0,XXXL,8.0,3.6,173.0
Nova Southeastern University,Nova Southeastern University,Education,Education,L,5.0,XL,6.0,3.8,652.0
"Nova Technologies, An Employee-Owned Engineering...","Nova Technologies, an Employee-Owned Engineering...",,,,,,,,
Novaces,NOVACES,,,,,,,,
Novadoz Pharmaceuticals Llc,Novadoz Pharmaceuticals LLC,,,,,,,,
Novagigs,NovaGigs,,,,,,,,
"Novak Francella, Llc","Novak Francella, LLC",Accounting and Taxes,Finance,XXS,1.0,XS,2.0,3.8,9.0
Novamex,Novamex,Food and Beverage Stores,Food and Beverage,,,XL,6.0,4.0,30.0
Novant Health,Novant Health,Healthcare,Health,,,XXXL,8.0,3.7,2063.0
Novanta,Novanta,Manufacturing,Product Manufacturing,L,5.0,XL,6.0,2.9,30.0
Novarad Corporation,Novarad Corporation,,,,,,,3.4,16.0
Novares,NOVARES,Automotive Industry,Automotive,XL,6.0,XXXL,8.0,3.2,224.0
Novartis,Novartis,Healthcare,Health,XXXL,8.0,XXXL,8.0,4.1,4805.0
Novaspect Inc,Novaspect Inc,Manufacturing,Product Manufacturing,M,4.0,M,4.0,3.5,38.0
Novasyte,Novasyte,Healthcare,Health,,,XL,6.0,3.6,116.0
Novatae Risk Group,Novatae Risk Group,,,,,,,,
Novativ Technology Solutions,Novativ Technology Solutions,,,,,,,,
"Novavax, Inc.","Novavax, Inc.",Pharmaceuticals and Biotechnology,Pharmaceuticals and Biotechnology,M,4.0,XL,6.0,3.4,57.0
Novec,NOVEC,"Energy, Mining, and Public Infrastructure",Energy and Infrastructure,M,4.0,M,4.0,3.6,16.0
Novelis Buckhannon Manufacturing Facility,Novelis Buckhannon Manufacturing Facility,Manufacturing,Product Manufacturing,XXXL,8.0,XXXL,8.0,3.8,436.0
Novelis Corporate Hq,Novelis Corporate HQ,Manufacturing,Product Manufacturing,XXXL,8.0,XXXL,8.0,3.8,439.0
Novelis Global R&T,Novelis Global R&T,Management and Consulting,Consulting,,,,,,
Novelis North America Hq,Novelis North America HQ,Manufacturing,Product Manufacturing,XXXL,8.0,XXXL,8.0,3.8,436.0
Novelis Oswego Manufacturing Facility,Novelis Oswego Manufacturing Facility,Manufacturing,Product Manufacturing,XXXL,8.0,XXXL,8.0,3.8,436.0
Novelle Capital,Novelle Capital,Banking and Credit Services,Finance,,,,,,
Noveon Magnetics Inc.,Noveon Magnetics Inc.,,,,,,,,
Novidea,Novidea,Information Technology,Information Technology,,,S,3.0,,
Novo Distribution,Novo Distribution,Wood and Paper Manufacturing,Product Manufacturing,M,4.0,XL,6.0,2.8,71.0
Novo Nordisk,Novo Nordisk,Pharmaceuticals and Biotechnology,Pharmaceuticals and Biotechnology,XXXL,8.0,XXXL,8.0,4.1,1038.0
Novocure,Novocure,Healthcare,Health,,,XL,6.0,2.7,26.0
Novolex,Novolex,Food and Beverage Production,Food and Beverage,XL,6.0,XXXL,8.0,3.0,879.0
Novon Consulting,NOVON Consulting,Finance,Finance,,,,,4.0,1.0
Novozymes,Novozymes,Consumer Product Manufacturing,Product Manufacturing,XXXL,8.0,XXL,7.0,4.0,225.0
Novul Solutions,Novul Solutions,Information Technology,Information Technology,,,,,,
Novum Bank Limited,Novum Bank Limited,,,,,S,3.0,,
Novus International,Novus International,"Energy, Mining, and Public Infrastructure",Energy and Infrastructure,M,4.0,M,4.0,3.6,26.0
Novus Professional Services Inc.,NOVUS Professional Services Inc.,,,,,,,,
Novvia Group,Novvia Group,,,,,,,,
Now Cfo,Now CFO,Accounting and Taxes,Finance,,,M,4.0,3.0,48.0
Noxsolutions.Com,Noxsolutions.com,Information Technology,Information Technology,,,,,4.0,1.0
Noyo,Noyo,,,,,,,,
Nozomi Networks,Nozomi Networks,Information Technology,Information Technology,,,M,4.0,,
Npaworldwide,NPAworldwide,Human Resources,Human Resources,XXS,1.0,XL,6.0,5.0,1.0
"Npd Circana, L.P.","NPD Circana, L.P.",,,,,,,,
Npl Construction (S4),NPL Construction (S4),"Construction, Repair, and Maintenance Services",Construction,XL,6.0,XXL,7.0,3.2,193.0
Npsg Global,NPSG Global,Transportation and Logistics,Transportation and Logistics,,,M,4.0,3.4,169.0
Nr Consulting Llc,NR Consulting LLC,Human Resources,Human Resources,,,XL,6.0,4.8,4.0
Nrf Distributors Inc,NRF Distributors Inc,Wholesale Trade,Sales,M,4.0,M,4.0,3.7,33.0
Nrg,NRG,Packaging and Courier Services,Transportation and Logistics,S,3.0,S,3.0,3.6,165.0
Nrg Consulting Group,NRG Consulting Group,,,,,,,5.0,1.0
Ns Info Holdings Llc,NS INFO HOLDINGS LLC,,,,,,,,
Ns2 Mission,NS2 Mission,Government and Public Administration,Government,,,,,,
Nsb Omega,NSB Omega,Mining and Metallurgy,Energy and Infrastructure,,,,,,
Nsc Global,NSC Global,Information Technology,Information Technology,,,,,2.6,232.0
Nsf International,NSF International,NGOs and Nonprofit Organizations,Nonprofit Organizations,M,4.0,XL,6.0,2.8,139.0
Nsk Corporation,NSK Corporation,Machinery Manufacturing,Product Manufacturing,M,4.0,XL,6.0,3.0,75.0
Nsna,NSNA,,,,,,,,
Ntech Solutions Inc.,nTech Solutions Inc.,Human Resources,Human Resources,XS,2.0,S,3.0,4.0,30.0
Ntent,NTENT,Information Technology,Information Technology,XS,2.0,S,3.0,3.7,13.0
Nth Degree,Nth Degree,Management and Consulting,Consulting,S,3.0,S,3.0,3.8,28.0
Ntooitive Digital Llc,Ntooitive Digital LLC,Advertising and Public Relations,Consulting,XXXS,0.0,XXXS,0.0,5.0,1.0
Ntropy Network,Ntropy Network,,,,,,,,
Ntrust Infotech,NTrust Infotech,Information Technology,Information Technology,XS,2.0,S,3.0,3.9,8.0
Nts Technical Systems Llc,NTS TECHNICAL SYSTEMS LLC,,,,,,,,
Ntt Data,NTT DATA,Information Technology,Information Technology,XL,6.0,XXXL,8.0,3.5,3814.0
Ntt Data Services,NTT DATA Services,Information Technology,Information Technology,XL,6.0,XXXL,8.0,3.5,3814.0
"Ntt Data, Europe & Latam, Branch In Usa, Inc.","NTT DATA, Europe & LATAM, Branch in USA, Inc.",,,,,,,,
"Ntt Global Data Centers Americas, Inc.","NTT Global Data Centers Americas, Inc.",Information Technology,Information Technology,M,4.0,L,5.0,3.3,71.0
Ntt Ltd.,NTT Ltd.,Information Technology,Information Technology,L,5.0,XXXL,8.0,3.6,278.0
Ntwrk,NTWRK,Management and Consulting,Consulting,,,,,3.0,1.0
Nu Skin,Nu Skin,Manufacturing,Product Manufacturing,XL,6.0,XL,6.0,4.0,120.0
Nu-Way Home Services,Nu-Way Home Services,,,,,,,,
Nuance,Nuance,Information Technology,Information Technology,XL,6.0,XXXL,8.0,3.2,585.0
Nuanza,Nuanza,,,,,,,,
Nuaxis Innovations,NuAxis Innovations,,,,,,,3.5,35.0
Nuc University,NUC University,Education and Vocational Training,Education,,,L,5.0,3.5,184.0
Nucar Auto Group,Nucar Auto Group,,,,,M,4.0,5.0,1.0
Nucleus Healthcare,Nucleus Healthcare,Human Resources Consulting,Human Resources,S,3.0,XS,2.0,4.5,4.0
Nucor Business Technology,Nucor Business Technology,,,,,,,,
Nucor Corporation,Nucor Corporation,Manufacturing,Product Manufacturing,XXXL,8.0,XXXL,8.0,3.9,588.0
Nucor Fastener Indiana,Nucor Fastener Indiana,,,,,,,,
Nucor Insulated Panel Group Llc,Nucor Insulated Panel Group LLC,,,,,,,,
Nucor Logistics Group,Nucor Logistics Group,,,,,,,,
Nucor Steel Arkansas,Nucor Steel Arkansas,Manufacturing,Product Manufacturing,XXXL,8.0,XXXL,8.0,3.9,586.0
Nucor Steel Hertford,Nucor Steel Hertford,,,,,,,2.0,2.0
Nucor Steel Indiana,Nucor Steel Indiana,,,,,,,4.0,1.0
"Nucor Steel Kingman, Llc","Nucor Steel Kingman, LLC",,,,,,,,
Nucor Steel Louisiana Llc,Nucor Steel Louisiana LLC,Manufacturing,Product Manufacturing,XXXL,8.0,XXXL,8.0,3.9,586.0
Nucor Towers & Structures Inc,Nucor Towers & Structures Inc,,,,,,,,
"Nucorevision, Inc","NucoreVision, Inc",Business Consulting,Consulting,XXS,1.0,XS,2.0,3.2,9.0
Nuestra Clinica Del Valle,NUESTRA CLINICA DEL VALLE,Healthcare,Health,XS,2.0,M,4.0,3.7,49.0
"Nuestra Escuela, Inc.","Nuestra Escuela, Inc.",Primary and Secondary Schools,Education,,,,,4.4,11.0
Nufarm,NuFarm,Agricultural Production,Agrarian,XL,6.0,XL,6.0,3.9,129.0
Nugget Casino Resort,Nugget Casino Resort,Tourism and Accommodation,Tourism and Accommodation,,,XL,6.0,3.4,98.0
Nugo Nutrition,NuGo Nutrition,Food and Beverage Production,Food and Beverage,,,,,3.7,3.0
Nuharbor Security,NuHarbor Security,,,XXS,1.0,XS,2.0,4.3,3.0
Nuleap Llc,NuLEAP LLC,Staffing and Outsourcing,Human Resources,,,,,,
Nulo Pet Food,Nulo Pet Food,Pet Stores,Pet Care,M,4.0,S,3.0,4.5,38.0
"Numbers Only, Inc","Numbers Only, Inc",,,,,,,,
Numen It,Numen IT,Information Technology,Information Technology,XS,2.0,S,3.0,3.7,3.0
Numer8 Inc.,Numer8 Inc.,,,,,,,,
Numerix,Numerix,Management and Consulting,Consulting,S,3.0,M,4.0,4.5,41.0
Numerix Llc,Numerix LLC,Management and Consulting,Consulting,S,3.0,M,4.0,4.5,41.0
Numotion,Numotion,Healthcare,Health,,,XL,6.0,2.7,409.0
Nuna,Nuna,Information Technology,Information Technology,XS,2.0,S,3.0,4.0,2.0
Nuro,Nuro,Architecture and Engineering,Construction,,,XS,2.0,4.1,7.0
Nurock Companies,NuRock Companies,Real Estate Agencies,Real Estate,,,,,2.3,7.0
Nurock Management,NuRock Management,Real Estate,Real Estate,XS,2.0,XS,2.0,2.5,32.0
Nurp,Nurp,,,,,,,,
Nursing Ce Central,Nursing CE Central,Healthcare,Health,,,,,4.0,4.0
Nusano,Nusano,Healthcare Product Manufacturing,Product Manufacturing,,,,,4.2,5.0
"Nuscale Power, Llc","NuScale Power, LLC",Electricity and Public Utilities,Government,M,4.0,L,5.0,3.8,25.0
"Nuspire, Llc","Nuspire, LLC",,,,,,,2.0,1.0
Nustar Energy,NuStar Energy,Electricity and Public Utilities,Government,,,,,4.2,69.0
Nutanix,Nutanix,Information Technology,Information Technology,M,4.0,XXL,7.0,3.8,69.0
Nutechs Llc,NuTechs LLC,,,,,,,,
Nutex Health,Nutex Health,Healthcare,Health,,,XL,6.0,3.5,20.0
"Nutmeg Consulting, Inc.","Nutmeg Consulting, Inc.",,,,,,,,
Nutrabolt,Nutrabolt,Wholesale and Retail Sales,Sales,,,S,3.0,4.0,28.0
Nutramaxlabs Laboratories,Nutramaxlabs Laboratories,,,,,,,,
Nutricost Manufacturing,Nutricost Manufacturing,,,,,,,,
Nutrien,Nutrien,Agrarian,Agrarian,M,4.0,XL,6.0,3.4,419.0
"Nutrisense, Inc.","Nutrisense, Inc.",,,,,,,,
"Nutrisystem, Inc.","Nutrisystem, Inc.",Personal Consumer Services,Sales,L,5.0,M,4.0,2.7,202.0
Nuts Factory,Nuts Factory,,,,,,,2.3,3.0
Nuts.Com,Nuts.com,Food and Beverage,Food and Beverage,XXXS,0.0,S,3.0,3.2,37.0
Nuuly,Nuuly,Wholesale and Retail Sales,Sales,,,XL,6.0,2.0,6.0
Nuvance Health,Nuvance Health,Healthcare,Health,XL,6.0,XXXL,8.0,3.4,772.0
"Nuvative, Inc.","Nuvative, Inc.",Finance,Finance,XS,2.0,S,3.0,4.2,5.0
Nuve Controls Llc,Nuve Controls LLC,Financial Transaction Processing,Finance,,,,,,
Nuvei,Nuvei,Finance,Finance,,,,,3.3,7.0
Nuvia Dental Implant Centers,Nuvia Dental Implant Centers,Healthcare,Health,,,,,,
Nuvision Engineering,NuVision Engineering,,,XS,2.0,S,3.0,3.5,2.0
Nuvision Federal Credit Union,Nuvision Federal Credit Union,Banking and Credit Services,Finance,,,L,5.0,3.3,40.0
Nuvista Federal Credit Union,NuVista Federal Credit Union,Banking and Credit Services,Finance,,,,,3.5,2.0
Nv Energy,NV Energy,"Energy, Mining, and Public Infrastructure",Energy and Infrastructure,XL,6.0,XL,6.0,3.6,101.0
Nv Waterproofing,NV Waterproofing,Construction,Construction,,,XS,2.0,,
Nv5,NV5,Electricity and Public Utilities,Government,M,4.0,XL,6.0,3.1,57.0
Nvenia,Nvenia,Manufacturing,Product Manufacturing,,,M,4.0,2.8,13.0
Nvent,nVent,Manufacturing,Product Manufacturing,XL,6.0,XXXL,8.0,3.1,169.0
Nvidia,NVIDIA,Information Technology,Information Technology,XXL,7.0,XXXL,8.0,4.2,268.0
Nvision,NVISION,Audiovisual and Media Communications,Media Communications,,,,,3.3,17.0
Nvision Eye Centers,NVISION Eye Centers,Hospitals and Health Centers,Health,,,,,3.0,49.0
"Nvr, Inc","NVR, Inc",Construction,Construction,XXXL,8.0,XXL,7.0,3.3,415.0
Nvt Group,NVT Group,Machinery Manufacturing,Product Manufacturing,,,S,3.0,3.0,8.0
Nw Harvest,NW Harvest,NGOs and Nonprofit Organizations,Nonprofit Organizations,,,,,3.0,2.0
Nw Natural,NW Natural,Electricity and Public Utilities,Government,,,,,3.4,33.0
Nw Plus Cu,NW Plus CU,,,,,,,,
Nw Recruits,NW Recruits,Agrarian,Agrarian,,,,,,
Nwf Health Network,NWF Health Network,Community Services,Government,,,,,1.0,1.0
Nwi Aerostructures,NWI Aerostructures,Aerospace and Defense,Government,,,,,5.0,1.0
Nwn Carousel,NWN Carousel,Information Technology,Information Technology,L,5.0,XL,6.0,3.9,186.0
